nutrient_id,nutrient_name,unit,life_stage,EAR,RDA,AI,UL,status,source_citation
291,"FIBRE, TOTAL DIETARY",Gram,lactating_19_30y,,,29,,populated,IOM 2005 Table 7-4 p. 380 (total fibre AI by age and sex)
291,"FIBRE, TOTAL DIETARY",Gram,lactating_31_50y,,,29,,populated,IOM 2005 Table 7-4 p. 380 (total fibre AI by age and sex)
301,CALCIUM,Milligram,infants_0_6m,,,,,pending_curation,
301,CALCIUM,Milligram,infants_7_12m,,,,,pending_curation,
301,CALCIUM,Milligram,children_1_3y,,,,,pending_curation,
301,CALCIUM,Milligram,children_4_8y,,,,,pending_curation,
301,CALCIUM,Milligram,males_9_13y,,,,,pending_curation,
301,CALCIUM,Milligram,males_14_18y,,,,,pending_curation,
301,CALCIUM,Milligram,males_19_30y,800,1000,,2500,populated,IOM 2011 Tables S-3 and S-5 (calcium EAR/RDA/UL)
301,CALCIUM,Milligram,males_31_50y,800,1000,,2500,populated,IOM 2011 Tables S-3 and S-5 (calcium EAR/RDA/UL)
301,CALCIUM,Milligram,males_51_70y,800,1000,,2000,populated,IOM 2011 Tables S-3 and S-5 (calcium EAR/RDA/UL)
301,CALCIUM,Milligram,males_71plus,1000,1200,,2000,populated,IOM 2011 Tables S-3 and S-5 (calcium EAR/RDA/UL)
301,CALCIUM,Milligram,females_9_13y,,,,,pending_curation,
301,CALCIUM,Milligram,females_14_18y,,,,,pending_curation,
301,CALCIUM,Milligram,females_19_30y,800,1000,,2500,populated,IOM 2011 Tables S-3 and S-5 (calcium EAR/RDA/UL)
301,CALCIUM,Milligram,females_31_50y,800,1000,,2500,populated,IOM 2011 Tables S-3 and S-5 (calcium EAR/RDA/UL)
301,CALCIUM,Milligram,females_51_70y,1000,1200,,2000,populated,IOM 2011 Tables S-3 and S-5 (calcium EAR/RDA/UL)
301,CALCIUM,Milligram,females_71plus,1000,1200,,2000,populated,IOM 2011 Tables S-3 and S-5 (calcium EAR/RDA/UL)
301,CALCIUM,Milligram,pregnant_19_30y,800,1000,,2500,populated,IOM 2011 Tables S-3 and S-5 (calcium EAR/RDA/UL)
301,CALCIUM,Milligram,pregnant_31_50y,800,1000,,2500,populated,IOM 2011 Tables S-3 and S-5 (calcium EAR/RDA/UL)
301,CALCIUM,Milligram,lactating_19_30y,800,1000,,2500,populated,IOM 2011 Tables S-3 and S-5 (calcium EAR/RDA/UL)
301,CALCIUM,Milligram,lactating_31_50y,800,1000,,2500,populated,IOM 2011 Tables S-3 and S-5 (calcium EAR/RDA/UL)
303,IRON,Milligram,infants_0_6m,,,,,pending_curation,
303,IRON,Milligram,infants_7_12m,,,,,pending_curation,
303,IRON,Milligram,children_1_3y,,,,,pending_curation,
303,IRON,Milligram,children_4_8y,,,,,pending_curation,
303,IRON,Milligram,males_9_13y,,,,,pending_curation,
303,IRON,Milligram,males_14_18y,,,,,pending_curation,
303,IRON,Milligram,males_19_30y,6,8,,45,populated,IOM 2001 Table S-7 (iron EAR/RDA/UL)
303,IRON,Milligram,males_31_50y,6,8,,45,populated,IOM 2001 Table S-7 (iron EAR/RDA/UL)
303,IRON,Milligram,males_51_70y,6,8,,45,populated,IOM 2001 Table S-7 (iron EAR/RDA/UL)
303,IRON,Milligram,males_71plus,6,8,,45,populated,IOM 2001 Table S-7 (iron EAR/RDA/UL)
303,IRON,Milligram,females_9_13y,,,,,pending_curation,
303,IRON,Milligram,females_14_18y,,,,,pending_curation,
303,IRON,Milligram,females_19_30y,8.1,18,,45,populated,IOM 2001 Table S-7 (iron EAR/RDA/UL)
303,IRON,Milligram,females_31_50y,8.1,18,,45,populated,IOM 2001 Table S-7 (iron EAR/RDA/UL)
303,IRON,Milligram,females_51_70y,5,8,,45,populated,IOM 2001 Table S-7 (iron EAR/RDA/UL)
303,IRON,Milligram,females_71plus,5,8,,45,populated,IOM 2001 Table S-7 (iron EAR/RDA/UL)
303,IRON,Milligram,pregnant_19_30y,22,27,,45,populated,IOM 2001 Table S-7 (iron EAR/RDA/UL)
303,IRON,Milligram,pregnant_31_50y,22,27,,45,populated,IOM 2001 Table S-7 (iron EAR/RDA/UL)
303,IRON,Milligram,lactating_19_30y,6.5,9,,45,populated,IOM 2001 Table S-7 (iron EAR/RDA/UL)
303,IRON,Milligram,lactating_31_50y,6.5,9,,45,populated,IOM 2001 Table S-7 (iron EAR/RDA/UL)
304,MAGNESIUM,Milligram,infants_0_6m,,,,,pending_curation,
304,MAGNESIUM,Milligram,infants_7_12m,,,,,pending_curation,
304,MAGNESIUM,Milligram,children_1_3y,,,,,pending_curation,
304,MAGNESIUM,Milligram,children_4_8y,,,,,pending_curation,
304,MAGNESIUM,Milligram,males_9_13y,,,,,pending_curation,
304,MAGNESIUM,Milligram,males_14_18y,,,,,pending_curation,
304,MAGNESIUM,Milligram,males_19_30y,330,400,,350,populated,IOM 1997 Table S-3 (magnesium EAR/RDA/UL)
304,MAGNESIUM,Milligram,males_31_50y,350,420,,350,populated,IOM 1997 Table S-3 (magnesium EAR/RDA/UL)
304,MAGNESIUM,Milligram,males_51_70y,350,420,,350,populated,IOM 1997 Table S-3 (magnesium EAR/RDA/UL)
304,MAGNESIUM,Milligram,males_71plus,350,420,,350,populated,IOM 1997 Table S-3 (magnesium EAR/RDA/UL)
304,MAGNESIUM,Milligram,females_9_13y,,,,,pending_curation,
304,MAGNESIUM,Milligram,females_14_18y,,,,,pending_curation,
304,MAGNESIUM,Milligram,females_19_30y,255,310,,350,populated,IOM 1997 Table S-3 (magnesium EAR/RDA/UL)
304,MAGNESIUM,Milligram,females_31_50y,265,320,,350,populated,IOM 1997 Table S-3 (magnesium EAR/RDA/UL)
304,MAGNESIUM,Milligram,females_51_70y,265,320,,350,populated,IOM 1997 Table S-3 (magnesium EAR/RDA/UL)
304,MAGNESIUM,Milligram,females_71plus,265,320,,350,populated,IOM 1997 Table S-3 (magnesium EAR/RDA/UL)
304,MAGNESIUM,Milligram,pregnant_19_30y,290,350,,350,populated,IOM 1997 Table S-3 (magnesium EAR/RDA/UL)
304,MAGNESIUM,Milligram,pregnant_31_50y,300,360,,350,populated,IOM 1997 Table S-3 (magnesium EAR/RDA/UL)
304,MAGNESIUM,Milligram,lactating_19_30y,300,310,,350,populated,IOM 1997 Table S-3 (magnesium EAR/RDA/UL)
304,MAGNESIUM,Milligram,lactating_31_50y,310,320,,350,populated,IOM 1997 Table S-3 (magnesium EAR/RDA/UL)
305,PHOSPHORUS,Milligram,infants_0_6m,,,,,pending_curation,
305,PHOSPHORUS,Milligram,infants_7_12m,,,,,pending_curation,
305,PHOSPHORUS,Milligram,children_1_3y,,,,,pending_curation,
305,PHOSPHORUS,Milligram,children_4_8y,,,,,pending_curation,
305,PHOSPHORUS,Milligram,males_9_13y,,,,,pending_curation,
305,PHOSPHORUS,Milligram,males_14_18y,,,,,pending_curation,
305,PHOSPHORUS,Milligram,males_19_30y,580,700,,4000,populated,IOM 1997 Table S-2 (phosphorus EAR/RDA/UL)
305,PHOSPHORUS,Milligram,males_31_50y,580,700,,4000,populated,IOM 1997 Table S-2 (phosphorus EAR/RDA/UL)
305,PHOSPHORUS,Milligram,males_51_70y,580,700,,4000,populated,IOM 1997 Table S-2 (phosphorus EAR/RDA/UL)
305,PHOSPHORUS,Milligram,males_71plus,580,700,,3000,populated,IOM 1997 Table S-2 (phosphorus EAR/RDA/UL)
305,PHOSPHORUS,Milligram,females_9_13y,,,,,pending_curation,
305,PHOSPHORUS,Milligram,females_14_18y,,,,,pending_curation,
305,PHOSPHORUS,Milligram,females_19_30y,580,700,,4000,populated,IOM 1997 Table S-2 (phosphorus EAR/RDA/UL)
305,PHOSPHORUS,Milligram,females_31_50y,580,700,,4000,populated,IOM 1997 Table S-2 (phosphorus EAR/RDA/UL)
305,PHOSPHORUS,Milligram,females_51_70y,580,700,,4000,populated,IOM 1997 Table S-2 (phosphorus EAR/RDA/UL)
305,PHOSPHORUS,Milligram,females_71plus,580,700,,3000,populated,IOM 1997 Table S-2 (phosphorus EAR/RDA/UL)
305,PHOSPHORUS,Milligram,pregnant_19_30y,580,700,,3500,populated,IOM 1997 Table S-2 (phosphorus EAR/RDA/UL)
305,PHOSPHORUS,Milligram,pregnant_31_50y,580,700,,3500,populated,IOM 1997 Table S-2 (phosphorus EAR/RDA/UL)
305,PHOSPHORUS,Milligram,lactating_19_30y,580,700,,4000,populated,IOM 1997 Table S-2 (phosphorus EAR/RDA/UL)
305,PHOSPHORUS,Milligram,lactating_31_50y,580,700,,4000,populated,IOM 1997 Table S-2 (phosphorus EAR/RDA/UL)
306,POTASSIUM,Milligram,infants_0_6m,,,,,pending_curation,
306,POTASSIUM,Milligram,infants_7_12m,,,,,pending_curation,
306,POTASSIUM,Milligram,children_1_3y,,,,,pending_curation,
306,POTASSIUM,Milligram,children_4_8y,,,,,pending_curation,
306,POTASSIUM,Milligram,males_9_13y,,,,,pending_curation,
306,POTASSIUM,Milligram,males_14_18y,,,,,pending_curation,
306,POTASSIUM,Milligram,males_19_30y,,,3400,,populated,NASEM 2019 Table S-3 (potassium AI)
306,POTASSIUM,Milligram,males_31_50y,,,3400,,populated,NASEM 2019 Table S-3 (potassium AI)
306,POTASSIUM,Milligram,males_51_70y,,,3400,,populated,NASEM 2019 Table S-3 (potassium AI)
306,POTASSIUM,Milligram,males_71plus,,,3400,,populated,NASEM 2019 Table S-3 (potassium AI)
306,POTASSIUM,Milligram,females_9_13y,,,,,pending_curation,
306,POTASSIUM,Milligram,females_14_18y,,,,,pending_curation,
306,POTASSIUM,Milligram,females_19_30y,,,2600,,populated,NASEM 2019 Table S-3 (potassium AI)
306,POTASSIUM,Milligram,females_31_50y,,,2600,,populated,NASEM 2019 Table S-3 (potassium AI)
306,POTASSIUM,Milligram,females_51_70y,,,2600,,populated,NASEM 2019 Table S-3 (potassium AI)
306,POTASSIUM,Milligram,females_71plus,,,2600,,populated,NASEM 2019 Table S-3 (potassium AI)
306,POTASSIUM,Milligram,pregnant_19_30y,,,2900,,populated,NASEM 2019 Table S-3 (potassium AI)
306,POTASSIUM,Milligram,pregnant_31_50y,,,2900,,populated,NASEM 2019 Table S-3 (potassium AI)
306,POTASSIUM,Milligram,lactating_19_30y,,,2800,,populated,NASEM 2019 Table S-3 (potassium AI)
306,POTASSIUM,Milligram,lactating_31_50y,,,2800,,populated,NASEM 2019 Table S-3 (potassium AI)
307,SODIUM,Milligram,infants_0_6m,,,,,pending_curation,
307,SODIUM,Milligram,infants_7_12m,,,,,pending_curation,
307,SODIUM,Milligram,children_1_3y,,,,,pending_curation,
307,SODIUM,Milligram,children_4_8y,,,,,pending_curation,
307,SODIUM,Milligram,males_9_13y,,,,,pending_curation,
307,SODIUM,Milligram,males_14_18y,,,,,pending_curation,
307,SODIUM,Milligram,males_19_30y,,,1500,,populated,NASEM 2019 Tables S-3 and S-5 (sodium AI; CDRR at 2300 mg/d)
307,SODIUM,Milligram,males_31_50y,,,1500,,populated,NASEM 2019 Tables S-3 and S-5 (sodium AI; CDRR at 2300 mg/d)
307,SODIUM,Milligram,males_51_70y,,,1500,,populated,NASEM 2019 Tables S-3 and S-5 (sodium AI; CDRR at 2300 mg/d)
307,SODIUM,Milligram,males_71plus,,,1500,,populated,NASEM 2019 Tables S-3 and S-5 (sodium AI; CDRR at 2300 mg/d)
307,SODIUM,Milligram,females_9_13y,,,,,pending_curation,
307,SODIUM,Milligram,females_14_18y,,,,,pending_curation,
307,SODIUM,Milligram,females_19_30y,,,1500,,populated,NASEM 2019 Tables S-3 and S-5 (sodium AI; CDRR at 2300 mg/d)
307,SODIUM,Milligram,females_31_50y,,,1500,,populated,NASEM 2019 Tables S-3 and S-5 (sodium AI; CDRR at 2300 mg/d)
307,SODIUM,Milligram,females_51_70y,,,1500,,populated,NASEM 2019 Tables S-3 and S-5 (sodium AI; CDRR at 2300 mg/d)
307,SODIUM,Milligram,females_71plus,,,1500,,populated,NASEM 2019 Tables S-3 and S-5 (sodium AI; CDRR at 2300 mg/d)
307,SODIUM,Milligram,pregnant_19_30y,,,1500,,populated,NASEM 2019 Tables S-3 and S-5 (sodium AI; CDRR at 2300 mg/d)
307,SODIUM,Milligram,pregnant_31_50y,,,1500,,populated,NASEM 2019 Tables S-3 and S-5 (sodium AI; CDRR at 2300 mg/d)
307,SODIUM,Milligram,lactating_19_30y,,,1500,,populated,NASEM 2019 Tables S-3 and S-5 (sodium AI; CDRR at 2300 mg/d)
307,SODIUM,Milligram,lactating_31_50y,,,1500,,populated,NASEM 2019 Tables S-3 and S-5 (sodium AI; CDRR at 2300 mg/d)
309,ZINC,Milligram,infants_0_6m,,,,,pending_curation,
309,ZINC,Milligram,infants_7_12m,,,,,pending_curation,
309,ZINC,Milligram,children_1_3y,,,,,pending_curation,
309,ZINC,Milligram,children_4_8y,,,,,pending_curation,
309,ZINC,Milligram,males_9_13y,,,,,pending_curation,
309,ZINC,Milligram,males_14_18y,,,,,pending_curation,
309,ZINC,Milligram,males_19_30y,9.4,11,,40,populated,IOM 2001 Table S-9 (zinc EAR/RDA/UL)
309,ZINC,Milligram,males_31_50y,9.4,11,,40,populated,IOM 2001 Table S-9 (zinc EAR/RDA/UL)
309,ZINC,Milligram,males_51_70y,9.4,11,,40,populated,IOM 2001 Table S-9 (zinc EAR/RDA/UL)
309,ZINC,Milligram,males_71plus,9.4,11,,40,populated,IOM 2001 Table S-9 (zinc EAR/RDA/UL)
309,ZINC,Milligram,females_9_13y,,,,,pending_curation,
309,ZINC,Milligram,females_14_18y,,,,,pending_curation,
309,ZINC,Milligram,females_19_30y,6.8,8,,40,populated,IOM 2001 Table S-9 (zinc EAR/RDA/UL)
309,ZINC,Milligram,females_31_50y,6.8,8,,40,populated,IOM 2001 Table S-9 (zinc EAR/RDA/UL)
309,ZINC,Milligram,females_51_70y,6.8,8,,40,populated,IOM 2001 Table S-9 (zinc EAR/RDA/UL)
309,ZINC,Milligram,females_71plus,6.8,8,,40,populated,IOM 2001 Table S-9 (zinc EAR/RDA/UL)
309,ZINC,Milligram,pregnant_19_30y,9.5,11,,40,populated,IOM 2001 Table S-9 (zinc EAR/RDA/UL)
309,ZINC,Milligram,pregnant_31_50y,9.5,11,,40,populated,IOM 2001 Table S-9 (zinc EAR/RDA/UL)
309,ZINC,Milligram,lactating_19_30y,10.4,12,,40,populated,IOM 2001 Table S-9 (zinc EAR/RDA/UL)
309,ZINC,Milligram,lactating_31_50y,10.4,12,,40,populated,IOM 2001 Table S-9 (zinc EAR/RDA/UL)
312,COPPER,Microgram,infants_0_6m,,,,,pending_curation,
312,COPPER,Microgram,infants_7_12m,,,,,pending_curation,
312,COPPER,Microgram,children_1_3y,,,,,pending_curation,
312,COPPER,Microgram,children_4_8y,,,,,pending_curation,
312,COPPER,Microgram,males_9_13y,,,,,pending_curation,
312,COPPER,Microgram,males_14_18y,,,,,pending_curation,
312,COPPER,Microgram,males_19_30y,700,900,,10000,populated,IOM 2001 Table S-9 (copper EAR/RDA/UL)
312,COPPER,Microgram,males_31_50y,700,900,,10000,populated,IOM 2001 Table S-9 (copper EAR/RDA/UL)
312,COPPER,Microgram,males_51_70y,700,900,,10000,populated,IOM 2001 Table S-9 (copper EAR/RDA/UL)
312,COPPER,Microgram,males_71plus,700,900,,10000,populated,IOM 2001 Table S-9 (copper EAR/RDA/UL)
312,COPPER,Microgram,females_9_13y,,,,,pending_curation,
312,COPPER,Microgram,females_14_18y,,,,,pending_curation,
312,COPPER,Microgram,females_19_30y,700,900,,10000,populated,IOM 2001 Table S-9 (copper EAR/RDA/UL)
312,COPPER,Microgram,females_31_50y,700,900,,10000,populated,IOM 2001 Table S-9 (copper EAR/RDA/UL)
312,COPPER,Microgram,females_51_70y,700,900,,10000,populated,IOM 2001 Table S-9 (copper EAR/RDA/UL)
312,COPPER,Microgram,females_71plus,700,900,,10000,populated,IOM 2001 Table S-9 (copper EAR/RDA/UL)
312,COPPER,Microgram,pregnant_19_30y,800,1000,,10000,populated,IOM 2001 Table S-9 (copper EAR/RDA/UL)
312,COPPER,Microgram,pregnant_31_50y,800,1000,,10000,populated,IOM 2001 Table S-9 (copper EAR/RDA/UL)
312,COPPER,Microgram,lactating_19_30y,1000,1300,,10000,populated,IOM 2001 Table S-9 (copper EAR/RDA/UL)
312,COPPER,Microgram,lactating_31_50y,1000,1300,,10000,populated,IOM 2001 Table S-9 (copper EAR/RDA/UL)
315,MANGANESE,Milligram,infants_0_6m,,,,,pending_curation,
315,MANGANESE,Milligram,infants_7_12m,,,,,pending_curation,
315,MANGANESE,Milligram,children_1_3y,,,,,pending_curation,
315,MANGANESE,Milligram,children_4_8y,,,,,pending_curation,
315,MANGANESE,Milligram,males_9_13y,,,,,pending_curation,
315,MANGANESE,Milligram,males_14_18y,,,,,pending_curation,
315,MANGANESE,Milligram,males_19_30y,,,2.3,11,populated,IOM 2001 Table S-9 (manganese AI/UL)
315,MANGANESE,Milligram,males_31_50y,,,2.3,11,populated,IOM 2001 Table S-9 (manganese AI/UL)
315,MANGANESE,Milligram,males_51_70y,,,2.3,11,populated,IOM 2001 Table S-9 (manganese AI/UL)
315,MANGANESE,Milligram,males_71plus,,,2.3,11,populated,IOM 2001 Table S-9 (manganese AI/UL)
315,MANGANESE,Milligram,females_9_13y,,,,,pending_curation,
315,MANGANESE,Milligram,females_14_18y,,,,,pending_curation,
315,MANGANESE,Milligram,females_19_30y,,,1.8,11,populated,IOM 2001 Table S-9 (manganese AI/UL)
315,MANGANESE,Milligram,females_31_50y,,,1.8,11,populated,IOM 2001 Table S-9 (manganese AI/UL)
315,MANGANESE,Milligram,females_51_70y,,,1.8,11,populated,IOM 2001 Table S-9 (manganese AI/UL)
315,MANGANESE,Milligram,females_71plus,,,1.8,11,populated,IOM 2001 Table S-9 (manganese AI/UL)
315,MANGANESE,Milligram,pregnant_19_30y,,,2.0,11,populated,IOM 2001 Table S-9 (manganese AI/UL)
315,MANGANESE,Milligram,pregnant_31_50y,,,2.0,11,populated,IOM 2001 Table S-9 (manganese AI/UL)
315,MANGANESE,Milligram,lactating_19_30y,,,2.6,11,populated,IOM 2001 Table S-9 (manganese AI/UL)
315,MANGANESE,Milligram,lactating_31_50y,,,2.6,11,populated,IOM 2001 Table S-9 (manganese AI/UL)
317,SELENIUM,Microgram,infants_0_6m,,,,,pending_curation,
317,SELENIUM,Microgram,infants_7_12m,,,,,pending_curation,
317,SELENIUM,Microgram,children_1_3y,,,,,pending_curation,
317,SELENIUM,Microgram,children_4_8y,,,,,pending_curation,
317,SELENIUM,Microgram,males_9_13y,,,,,pending_curation,
317,SELENIUM,Microgram,males_14_18y,,,,,pending_curation,
317,SELENIUM,Microgram,males_19_30y,45,55,,400,populated,IOM 2000 Table S-3 (selenium EAR/RDA/UL)
317,SELENIUM,Microgram,males_31_50y,45,55,,400,populated,IOM 2000 Table S-3 (selenium EAR/RDA/UL)
317,SELENIUM,Microgram,males_51_70y,45,55,,400,populated,IOM 2000 Table S-3 (selenium EAR/RDA/UL)
317,SELENIUM,Microgram,males_71plus,45,55,,400,populated,IOM 2000 Table S-3 (selenium EAR/RDA/UL)
317,SELENIUM,Microgram,females_9_13y,,,,,pending_curation,
317,SELENIUM,Microgram,females_14_18y,,,,,pending_curation,
317,SELENIUM,Microgram,females_19_30y,45,55,,400,populated,IOM 2000 Table S-3 (selenium EAR/RDA/UL)
317,SELENIUM,Microgram,females_31_50y,45,55,,400,populated,IOM 2000 Table S-3 (selenium EAR/RDA/UL)
317,SELENIUM,Microgram,females_51_70y,45,55,,400,populated,IOM 2000 Table S-3 (selenium EAR/RDA/UL)
317,SELENIUM,Microgram,females_71plus,45,55,,400,populated,IOM 2000 Table S-3 (selenium EAR/RDA/UL)
317,SELENIUM,Microgram,pregnant_19_30y,49,60,,400,populated,IOM 2000 Table S-3 (selenium EAR/RDA/UL)
317,SELENIUM,Microgram,pregnant_31_50y,49,60,,400,populated,IOM 2000 Table S-3 (selenium EAR/RDA/UL)
317,SELENIUM,Microgram,lactating_19_30y,59,70,,400,populated,IOM 2000 Table S-3 (selenium EAR/RDA/UL)
317,SELENIUM,Microgram,lactating_31_50y,59,70,,400,populated,IOM 2000 Table S-3 (selenium EAR/RDA/UL)
320,RETINOL ACTIVITY EQUIVALENTS (RAE),Microgram,infants_0_6m,,,,,pending_curation,
320,RETINOL ACTIVITY EQUIVALENTS (RAE),Microgram,infants_7_12m,,,,,pending_curation,
320,RETINOL ACTIVITY EQUIVALENTS (RAE),Microgram,children_1_3y,,,,,pending_curation,
